Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Renault,49,3
2,Kimi Räikkönen,McLaren,27,2
3,Jarno Trulli,Toyota,26,0
4,Mark Webber,Williams,18,0
5,Nick Heidfeld,Williams,17,0
6,Ralf Schumacher,Toyota,17,0
7,Giancarlo Fisichella,Renault,14,1
8,Juan Pablo Montoya,McLaren,14,0
9,Michael Schumacher,Ferrari,12,0
10,David Coulthard,Red Bull,10,0
11,Rubens Barrichello,Ferrari,9,0
12,Alexander Wurz,McLaren,6,0
13,Jacques Villeneuve,Sauber,5,0
14,Pedro de la Rosa,McLaren,4,0
15,Christian Klien,Red Bull,3,0
16,Felipe Massa,Sauber,2,0
17,Vitantonio Liuzzi,Red Bull,1,0
18,Tiago Monteiro,Jordan,0,0
19,Narain Karthikeyan,Jordan,0,0
20,Patrick Friesacher,Minardi,0,0
21,Christijan Albers,Minardi,0,0
22,Jenson Button,BAR,0,0
23,Takuma Sato,BAR,0,0
24,Anthony Davidson,BAR,0,0
