Position,Driver,Constructor,Points,Wins
1,Alan Jones,Williams,47,3
2,Nelson Piquet,Brabham,36,1
3,Carlos Reutemann,Williams,30,1
4,Jacques Laffite,Ligier,28,1
5,René Arnoux,Renault,23,2
6,Didier Pironi,Ligier,23,1
7,Jean-Pierre Jabouille,Renault,9,1
8,Riccardo Patrese,Arrows,7,0
9,Elio de Angelis,Team Lotus,7,0
10,Derek Daly,Tyrrell,6,0
11,Emerson Fittipaldi,Fittipaldi,5,0
12,Keke Rosberg,Fittipaldi,4,0
13,Jochen Mass,Arrows,4,0
14,Jean-Pierre Jarier,Tyrrell,4,0
15,Bruno Giacomelli,Alfa Romeo,4,0
16,Alain Prost,McLaren,4,0
17,Gilles Villeneuve,Ferrari,4,0
18,John Watson,McLaren,3,0
19,Jody Scheckter,Ferrari,2,0
20,Mario Andretti,Team Lotus,0,0
21,Ricardo Zunino,Brabham,0,0
22,Hector Rebaque,Brabham,0,0
23,Marc Surer,ATS,0,0
24,Clay Regazzoni,Ensign,0,0
25,Rupert Keegan,Williams,0,0
26,Jan Lammers,ATS,0,0
27,Geoff Lees,Shadow,0,0
28,Patrick Depailler,Alfa Romeo,0,0
29,Eddie Cheever,Osella,0,0
30,Nigel Mansell,Team Lotus,0,0
