Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,Team Lotus,61,5
2,Jackie Stewart,Tyrrell,36,3
3,Denny Hulme,McLaren,35,1
4,Jacky Ickx,Ferrari,25,1
5,Peter Revson,McLaren,23,0
6,Clay Regazzoni,Ferrari,15,0
7,Mike Hailwood,Surtees,13,0
8,Chris Amon,Matra,12,0
9,Jean-Pierre Beltoise,BRM,9,1
10,François Cevert,Tyrrell,9,0
11,Ronnie Peterson,March,9,0
12,Howden Ganley,BRM,4,0
13,Brian Redman,McLaren,4,0
14,Graham Hill,Brabham,4,0
15,Carlos Reutemann,Brabham,3,0
16,Andrea de Adamich,Surtees,3,0
17,Mario Andretti,Ferrari,3,0
18,Carlos Pace,March,3,0
19,Tim Schenken,Surtees,2,0
20,Arturo Merzario,Ferrari,1,0
21,Peter Gethin,BRM,1,0
22,Wilson Fittipaldi,Brabham,0,0
23,Niki Lauda,March,0,0
24,Helmut Marko,BRM,0,0
25,Mike Beuttler,March,0,0
26,Henri Pescarolo,March,0,0
27,David Walker,Team Lotus,0,0
28,Rolf Stommelen,March,0,0
29,Reine Wisell,BRM,0,0
30,Nanni Galli,Tecno,0,0
