Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,McLaren,70,2
2,Fernando Alonso,McLaren,68,3
3,Felipe Massa,Ferrari,59,2
4,Kimi Räikkönen,Ferrari,52,3
5,Nick Heidfeld,BMW Sauber,36,0
6,Robert Kubica,BMW Sauber,24,0
7,Giancarlo Fisichella,Renault,17,0
8,Heikki Kovalainen,Renault,15,0
9,Alexander Wurz,Williams,13,0
10,Mark Webber,Red Bull,8,0
11,David Coulthard,Red Bull,8,0
12,Jarno Trulli,Toyota,7,0
13,Nico Rosberg,Williams,5,0
14,Takuma Sato,Super Aguri,4,0
15,Ralf Schumacher,Toyota,2,0
16,Jenson Button,Honda,1,0
17,Sebastian Vettel,BMW Sauber,1,0
18,Rubens Barrichello,Honda,0,0
19,Scott Speed,Toro Rosso,0,0
20,Anthony Davidson,Super Aguri,0,0
21,Adrian Sutil,Spyker,0,0
22,Christijan Albers,Spyker,0,0
23,Vitantonio Liuzzi,Toro Rosso,0,0
