Position,Driver,Constructor,Points,Wins
1,Jim Clark,Lotus-Climax,21,2
2,Graham Hill,BRM,20,1
3,Richie Ginther,BRM,11,0
4,Peter Arundell,Lotus-Climax,11,0
5,Dan Gurney,Brabham-Climax,10,1
6,Jack Brabham,Brabham-Climax,8,0
7,Bruce McLaren,Cooper-Climax,7,0
8,John Surtees,Ferrari,6,0
9,Jo Bonnier,Cooper-Climax,2,0
10,Chris Amon,Lotus-BRM,2,0
11,Bob Anderson,Brabham-Climax,1,0
12,Mike Hailwood,Lotus-BRM,1,0
13,Phil Hill,Cooper-Climax,0,0
14,Trevor Taylor,BRP,0,0
15,Giancarlo Baghetti,BRM,0,0
16,Jo Siffert,Lotus-BRM,0,0
17,Lorenzo Bandini,Ferrari,0,0
18,Innes Ireland,Lotus-BRM,0,0
19,Maurice Trintignant,BRM,0,0
20,André Pilette,Scirocco,0,0
21,Carel Godin de Beaufort,Porsche,0,0
22,Tony Maggs,BRM,0,0
23,Peter Revson,Lotus-BRM,0,0
24,Bernard Collomb,Lotus-BRM,0,0
