Position,Driver,Constructor,Points,Wins
1,Jody Scheckter,Ferrari,32,2
2,Gilles Villeneuve,Ferrari,26,2
3,Jacques Laffite,Ligier,24,2
4,Patrick Depailler,Ligier,20,1
5,Carlos Reutemann,Team Lotus,20,0
6,Clay Regazzoni,Williams,16,1
7,Jean-Pierre Jarier,Tyrrell,13,0
8,Mario Andretti,Team Lotus,12,0
9,John Watson,McLaren,11,0
10,René Arnoux,Renault,10,0
11,Jean-Pierre Jabouille,Renault,9,1
12,Didier Pironi,Tyrrell,8,0
13,Alan Jones,Williams,7,0
14,Riccardo Patrese,Arrows,2,0
15,Jochen Mass,Arrows,1,0
16,Emerson Fittipaldi,Fittipaldi,1,0
17,Niki Lauda,Brabham-Alfa Romeo,1,0
18,Jacky Ickx,Ligier,1,0
19,Elio de Angelis,Shadow,0,0
20,Nelson Piquet,Brabham-Alfa Romeo,0,0
21,Patrick Tambay,McLaren,0,0
22,Hans-Joachim Stuck,ATS,0,0
23,James Hunt,Wolf,0,0
24,Hector Rebaque,Team Lotus,0,0
25,Keke Rosberg,Wolf,0,0
26,Jan Lammers,Shadow,0,0
27,Derek Daly,Ensign,0,0
28,Patrick Gaillard,Ensign,0,0
29,Bruno Giacomelli,Alfa Romeo,0,0
30,Arturo Merzario,Merzario,0,0
