Position,Driver,Constructor,Points,Wins
1,Mika Häkkinen,McLaren,50,4
2,Michael Schumacher,Ferrari,44,3
3,David Coulthard,McLaren,30,1
4,Eddie Irvine,Ferrari,25,0
5,Alexander Wurz,Benetton,14,0
6,Giancarlo Fisichella,Benetton,13,0
7,Jacques Villeneuve,Williams,11,0
8,Heinz-Harald Frentzen,Williams,8,0
9,Rubens Barrichello,Stewart,4,0
10,Mika Salo,Arrows,3,0
11,Jean Alesi,Sauber,3,0
12,Johnny Herbert,Sauber,1,0
13,Pedro Diniz,Arrows,1,0
14,Jan Magnussen,Stewart,1,0
15,Shinji Nakano,Minardi,0,0
16,Ralf Schumacher,Jordan,0,0
17,Damon Hill,Jordan,0,0
18,Ricardo Rosset,Tyrrell,0,0
19,Esteban Tuero,Minardi,0,0
20,Olivier Panis,Prost,0,0
21,Jarno Trulli,Prost,0,0
22,Toranosuke Takagi,Tyrrell,0,0
23,Jos Verstappen,Stewart,0,0
