Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,363,10
2,Nico Rosberg,Mercedes,297,5
3,Sebastian Vettel,Ferrari,266,3
4,Valtteri Bottas,Williams,136,0
5,Kimi Räikkönen,Ferrari,135,0
6,Felipe Massa,Williams,117,0
7,Daniil Kvyat,Red Bull,94,0
8,Daniel Ricciardo,Red Bull,84,0
9,Sergio Pérez,Force India,68,0
10,Nico Hülkenberg,Force India,52,0
11,Romain Grosjean,Lotus F1,49,0
12,Max Verstappen,Toro Rosso,49,0
13,Felipe Nasr,Sauber,27,0
14,Pastor Maldonado,Lotus F1,27,0
15,Carlos Sainz,Toro Rosso,18,0
16,Jenson Button,McLaren,16,0
17,Fernando Alonso,McLaren,11,0
18,Marcus Ericsson,Sauber,9,0
19,Roberto Merhi,Manor Marussia,0,0
20,Alexander Rossi,Manor Marussia,0,0
21,Will Stevens,Manor Marussia,0,0
22,Kevin Magnussen,McLaren,0,0
