Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,161,5
2,Jenson Button,McLaren,101,1
3,Mark Webber,Red Bull,94,0
4,Lewis Hamilton,McLaren,85,1
5,Fernando Alonso,Ferrari,69,0
6,Felipe Massa,Ferrari,32,0
7,Vitaly Petrov,Renault,31,0
8,Nick Heidfeld,Renault,29,0
9,Michael Schumacher,Mercedes,26,0
10,Nico Rosberg,Mercedes,26,0
11,Kamui Kobayashi,Sauber,25,0
12,Adrian Sutil,Force India,8,0
13,Sébastien Buemi,Toro Rosso,8,0
14,Jaime Alguersuari,Toro Rosso,4,0
15,Rubens Barrichello,Williams,4,0
16,Sergio Pérez,Sauber,2,0
17,Paul di Resta,Force India,2,0
18,Pedro de la Rosa,Sauber,0,0
19,Jarno Trulli,Lotus,0,0
20,Vitantonio Liuzzi,HRT,0,0
21,Jérôme d'Ambrosio,Virgin,0,0
22,Heikki Kovalainen,Lotus,0,0
23,Narain Karthikeyan,HRT,0,0
24,Pastor Maldonado,Williams,0,0
25,Timo Glock,Virgin,0,0
