Position,Driver,Constructor,Points,Wins
1,Damon Hill,Williams,63,6
2,Jacques Villeneuve,Williams,38,1
3,Michael Schumacher,Ferrari,26,1
4,Jean Alesi,Benetton,25,0
5,David Coulthard,McLaren,14,0
6,Mika Häkkinen,McLaren,12,0
7,Olivier Panis,Ligier,11,1
8,Gerhard Berger,Benetton,10,0
9,Eddie Irvine,Ferrari,9,0
10,Rubens Barrichello,Jordan,7,0
11,Heinz-Harald Frentzen,Sauber,6,0
12,Mika Salo,Tyrrell,5,0
13,Johnny Herbert,Sauber,4,0
14,Martin Brundle,Jordan,2,0
15,Pedro Diniz,Ligier,1,0
16,Jos Verstappen,Footwork,1,0
17,Giancarlo Fisichella,Minardi,0,0
18,Pedro Lamy,Minardi,0,0
19,Ricardo Rosset,Footwork,0,0
20,Ukyo Katayama,Tyrrell,0,0
21,Luca Badoer,Forti,0,0
22,Andrea Montermini,Forti,0,0
