Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Cooper-Climax,43,5
2,Bruce McLaren,Cooper-Climax,34,1
3,Stirling Moss,Cooper-Climax,19,2
4,Innes Ireland,Team Lotus,18,0
5,Phil Hill,Ferrari,16,1
6,Olivier Gendebien,Cooper-Climax,10,0
7,Wolfgang von Trips,Ferrari,10,0
8,Jim Rathmann,Watson,8,1
9,Richie Ginther,Ferrari,8,0
10,Jim Clark,Team Lotus,8,0
11,Tony Brooks,Cooper-Climax,7,0
12,John Surtees,Team Lotus,6,0
13,Cliff Allison,Ferrari,6,0
14,Rodger Ward,Watson,6,0
15,Graham Hill,BRM,4,0
16,Willy Mairesse,Ferrari,4,0
17,Paul Goldsmith,Epperly,4,0
18,Jo Bonnier,BRM,4,0
19,Henry Taylor,Cooper-Climax,3,0
20,Don Branson,Phillips,3,0
21,Giulio Cabianca,Cooper-Castellotti,3,0
22,Carlos Menditeguy,Cooper-Maserati,3,0
23,Johnny Thomson,Lesovsky,2,0
24,Lucien Bianchi,Cooper-Climax,1,0
25,Ron Flockhart,Team Lotus,1,0
26,Hans Herrmann,Porsche,1,0
27,Eddie Johnson,Trevis,1,0
28,Maurice Trintignant,Cooper-Climax,0,0
29,Edgar Barth,Porsche,0,0
30,Jim Hall,Team Lotus,0,0
