Position,Driver,Constructor,Points,Wins
1,Niki Lauda,Ferrari,51,4
2,Carlos Reutemann,Brabham,34,1
3,Emerson Fittipaldi,McLaren,33,2
4,James Hunt,Hesketh,25,1
5,Carlos Pace,Brabham,24,1
6,Jody Scheckter,Tyrrell,19,1
7,Clay Regazzoni,Ferrari,16,0
8,Jochen Mass,McLaren,14.5,1
9,Patrick Depailler,Tyrrell,12,0
10,Jacques Laffite,Williams,6,0
11,Mario Andretti,Parnelli,5,0
12,Tom Pryce,Shadow-Ford,5,0
13,Mark Donohue,Penske,4,0
14,Jacky Ickx,Team Lotus,3,0
15,Ronnie Peterson,Team Lotus,3,0
16,Vittorio Brambilla,March,2,0
17,Alan Jones,Hesketh,2,0
18,Jean-Pierre Jarier,Shadow-Ford,1.5,0
19,Tony Brise,Williams,1,0
20,Gijs van Lennep,Ensign,1,0
21,Lella Lombardi,March,0.5,0
22,Rolf Stommelen,Lola,0,0
23,John Watson,Surtees,0,0
24,Harald Ertl,Hesketh,0,0
25,Bob Evans,BRM,0,0
26,Graham Hill,Lola,0,0
27,Torsten Palm,Hesketh,0,0
28,Wilson Fittipaldi,Fittipaldi,0,0
29,Guy Tunmer,Team Lotus,0,0
30,Ian Scheckter,Tyrrell,0,0
