Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Alfa Romeo,27,2
2,Alberto Ascari,Ferrari,17,1
3,José Froilán González,Talbot-Lago,15,1
4,Nino Farina,Alfa Romeo,15,1
5,Luigi Villoresi,Ferrari,15,0
6,Lee Wallard,Kurtis Kraft,9,1
7,Piero Taruffi,Ferrari,8,0
8,Mike Nazaruk,Kurtis Kraft,6,0
9,Reg Parnell,Ferrari,5,0
10,Luigi Fagioli,Alfa Romeo,4,1
11,Consalvo Sanesi,Alfa Romeo,3,0
12,Louis Rosier,Talbot-Lago,3,0
13,Felice Bonetto,Alfa Romeo,3,0
14,Andy Linden,Sherman,3,0
15,Jack McGrath,Kurtis Kraft,2,0
16,Yves Cabantous,Talbot-Lago,2,0
17,Toulo de Graffenried,Alfa Romeo,2,0
18,Bobby Ball,Schroeder,2,0
19,Manny Ayulo,Kurtis Kraft,2,0
20,Louis Chiron,Maserati,0,0
21,Rudi Fischer,Ferrari,0,0
22,Henry Banks,Moore,0,0
23,André Pilette,Talbot-Lago,0,0
24,Johnny Claes,Talbot-Lago,0,0
25,Robert Manzon,Simca,0,0
26,Carl Forberg,Kurtis Kraft,0,0
27,Peter Walker,BRM,0,0
28,Pierre Levegh,Talbot-Lago,0,0
29,Duane Carter,Deidt,0,0
30,Eugène Chaboud,Talbot-Lago,0,0
