Position,Driver,Constructor,Points,Wins
1,Niki Lauda,Ferrari,68,5
2,James Hunt,McLaren,65,6
3,Jody Scheckter,Tyrrell,49,1
4,Patrick Depailler,Tyrrell,33,0
5,Clay Regazzoni,Ferrari,29,1
6,John Watson,Penske,20,1
7,Jacques Laffite,Ligier,20,0
8,Jochen Mass,McLaren,19,0
9,Mario Andretti,Team Lotus,13,0
10,Ronnie Peterson,Team Lotus,10,1
11,Gunnar Nilsson,Team Lotus,10,0
12,Tom Pryce,Shadow,10,0
13,Hans-Joachim Stuck,March,8,0
14,Carlos Pace,Brabham-Alfa Romeo,7,0
15,Alan Jones,Surtees,4,0
16,Carlos Reutemann,Brabham-Alfa Romeo,3,0
17,Emerson Fittipaldi,Fittipaldi,3,0
18,Chris Amon,Ensign,2,0
19,Vittorio Brambilla,March,1,0
20,Rolf Stommelen,Brabham-Alfa Romeo,1,0
21,Jean-Pierre Jarier,Shadow,0,0
22,Jacky Ickx,Wolf,0,0
23,Harald Ertl,Hesketh,0,0
24,Larry Perkins,Boro,0,0
25,Henri Pescarolo,Surtees,0,0
26,Arturo Merzario,March,0,0
27,Renzo Zorzi,Williams,0,0
28,Michel Leclère,Wolf,0,0
29,Brett Lunger,Surtees,0,0
30,Bob Evans,Team Lotus,0,0
